Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
FELDVR,BZ,2.87,4.74,11.3,0.05,0
CURAA,BE,89.47,0,88.58,0,0
IIFLZC28B,Y1,1185.5,0.81,44.47,0,0
EUROTEXIND,BE,13.15,-4.71,11.51,0.01,0
9SCL26BA,NA,1023,0.59,413.8,0,0
SCL25924D,N1,1122.63,8.98,6.51,0,0
1003IIFL29,NC,989.01,-3.51,53.73,0,0
PREMIER,BE,3.06,0.33,9.29,0.03,0
726GS2032,GS,105.7,-0.84,156436,0,0
737GS2028,GS,104.06,-0.42,78045,0,0
675GS2029,GS,105,3.3,107100,0,0
1030SFIL28,NM,515.8,0,3.77,0,0
IMC1,N3,246,-2.52,60.02,0,0
778MH30,SG,101.29,1.29,3038.7,0,0
105IIFL29,N7,1011.99,0,15.63,0,0
10ISFL26,N3,1005.8,0.93,73.88,0,0
719GS2060,GS,100.2,0,64128,0,0
75AP28,SG,100,0.5,500,0,0
91D260226,TB,99.58,0.02,13947.43,0,0
668GS2033,GS,98.7,0,10857,0,0
91D300426,TB,98.65,0,16770.5,0,0
724GS2055,GS,101.9,0.58,66235,0,0
601GS2030,GS,97.44,-1.18,96465.6,0,0
364D030926,TB,96.5,0,6008.44,0,0
MSCIADD,EQ,30.14,-0.69,7.63,0,0
GROBTEA,EQ,956,-0.55,111.12,0,0
76TS43,SG,95.06,-2,950.6,0,0
PERFECT,SZ,3.1,0,5.42,0.03,0
756TN54,SG,92,-2,1840,0,0
GILT10BETA,EQ,26.04,0.08,23.42,0,0
1065NFL27,NC,1010,-0.4,95.24,0,0
860AEL28,NH,1003,0,157.94,0,0
AEL12126,NI,991,4.21,19.74,0,0
ITTL,ST,71.15,0,71.15,0,0
ADL,EQ,71.54,-0.53,39.82,0,0
SHIVAUM,EQ,290,-6.74,394.41,0,0
IMC1,N2,250,-2.72,61,0,0
KHANDSE,EQ,19,0.05,28.98,0,0
9SCL27,N2,1008,0.25,10.5,0,0
SANCO,BZ,2.67,-1.84,3.49,0.02,0
875SFL27,ZF,1095,-0.07,15.14,0,0
76IGT26,ND,1052,-0.21,101.49,0,0
10NIDO26,N6,1050,0,366.67,0,0
87LTF27,NH,1049,0,18.34,0,0
10IIFL28,N4,1032.25,-0.03,240.23,0,0
NIDOZC26,N7,2463,1.11,14.74,0,0
WINSOME,BZ,1.66,1.84,11.74,0.03,0
817GS2044,GS,121.27,0,104292.2,0,0
813GS2045,GS,113.6,4.89,107920,0,0
94SFL28,YL,1078.05,-0.05,458.05,0,0
LICNETFSEN,EQ,940.06,0.3,775.19,0,0
TCHF30,NB,1082,1.41,84.44,0,0
865SCL27,N4,990,-0.2,25.2,0,0
SCL0182025,NC,935.13,0,6.25,0,0
898LTF29,N7,1073,-0.09,109.17,0,0
723GS2039,GS,103.86,0.01,121516.2,0,0
736PFCL28,N2,1035.76,-2.1,369.76,0,0
931SFL26,Z5,1020,-0.97,21.46,0,0
925SCL27B,N1,984,0,7.16,0,0
716GS2050,GS,103.2,2.17,90816,0,0
965SCL25C,N0,407,0,7.43,0,0
826GS2027,GS,104.87,-1,77003.24,0,0
894SCL27,ZY,720,20,7.9,0,0
CLCIND,BE,11.98,5,12.45,0,0
GSEC10ABSL,EQ,111.11,0.45,31.97,0,0
897GS2030,GS,114,0,102600,0,0
GVPTECHPP,E1,3.65,-0.27,7.73,0,0
